EmployeeID,Gender,Age,Education,EducationType,MaritalStatus,TotalCompanies,TotalExperience,DistanceToOffice,Department,Traveltype_last_year,BillingRate,MonthlyIncome,Years_at_Company,Years_InCurrentRole,LastSalaryHike,PotentialReview,PerformanceReview,SatisfactionScore,JobRole_SatisfactionScore,Overall_SatisfactionScore
AB0952,Female,31,Masters / PHD,Marketing / Finance,Single,1,18,31,ClientSolutions,LongTermProject,124,4967,17,9,22,Medium,Exceed Expectations,Detractor,Passive,Passive
AB0953,Male,48,Graduation,Marketing / Finance,Divorced,5,48,2,BusinessDevelopment,No,42,17854,21,12,22,High,Exceed Expectations,Passive,Passive,Promoter
AB0954,Female,26,Masters / PHD,Economics,Divorced,1,1,2,ClientSolutions,Conference,186,2597,1,0,16,High,Met Expectations,Promoter,Detractor,Promoter
AB0955,Male,48,Masters / PHD,Bio-technology,Married,9,5,8,BusinessDevelopment,Conference,47,4275,3,3,17,High,Met Expectations,Promoter,Passive,Promoter
AB0956,Female,44,Graduation,Marketing / Finance,Married,5,30,1,ClientSolutions,Conference,33,21022,25,12,16,Low,Met Expectations,Promoter,Passive,Promoter
AB0957,Male,34,Masters / PHD,Economics,Married,5,5,19,ClientSolutions,LongTermProject,85,4071,1,0,19,Very High,Met Expectations,Passive,Promoter,Promoter
AB0958,Male,34,Graduation,Marketing / Finance,Single,5,21,27,ClientSolutions,Conference,23,4709,1,0,20,Low,Met Expectations,Promoter,Promoter,Detractor
AB0959,Female,20,Graduation,Economics,Married,1,8,5,ClientSolutions,LongTermProject,156,3193,8,4,18,High,Met Expectations,Detractor,Passive,Promoter
AB0960,Female,38,Graduation,Bio-technology,Married,1,10,1,BusinessDevelopment,Conference,30,4999,9,8,22,High,Exceed Expectations,Passive,Promoter,Detractor
AB0961,Female,29,Masters / PHD,Economics,Single,1,14,9,ClientSolutions,Conference,112,4876,14,9,22,High,Exceed Expectations,Passive,Detractor,Promoter
AB0962,Male,38,Masters / PHD,Economics,Married,1,29,1,ClientSolutions,LongTermProject,80,20533,29,4,22,Medium,Exceed Expectations,Passive,Passive,Promoter
AB0963,Male,20,Under Graduation,Marketing / Finance,Single,1,5,17,ClientSolutions,Conference,97,2650,5,4,16,Medium,Met Expectations,Passive,Promoter,Passive
AB0964,Male,29,Graduation,Bio-technology,Single,1,12,4,BusinessDevelopment,Conference,146,10517,10,9,22,High,Exceed Expectations,Promoter,Detractor,Detractor
AB0965,Female,17,Under Graduation,Marketing / Finance,Married,1,7,3,BusinessDevelopment,Conference,161,4589,7,5,15,Very High,Met Expectations,Promoter,Passive,Passive
AB0966,Female,25,Graduation,Economics,Single,1,7,19,ClientSolutions,Conference,53,3071,7,5,16,High,Met Expectations,Detractor,Passive,Passive
AB0967,Male,49,Masters / PHD,Economics,Single,1,43,2,BusinessDevelopment,No,116,20892,43,9,19,Medium,Met Expectations,Detractor,Passive,Promoter
AB0968,Male,52,Masters / PHD,Marketing / Finance,Divorced,3,40,1,ClientSolutions,Conference,170,16149,9,9,16,Very High,Met Expectations,Passive,Promoter,Promoter
AB0969,Male,24,Graduation,Economics,Married,1,8,1,ClientSolutions,Conference,16,5913,7,4,15,High,Met Expectations,Detractor,Detractor,Detractor
AB0970,Male,33,Masters / PHD,Economics,Married,3,22,28,ClientSolutions,Conference,206,7565,9,9,18,High,Met Expectations,Promoter,Passive,Passive
AB0971,Female,35,Masters / PHD,Economics,Married,8,10,1,ClientSolutions,Conference,67,7088,8,7,15,High,Met Expectations,Passive,Passive,Passive
AB0972,Male,32,Masters / PHD,Economics,Single,1,13,20,BusinessDevelopment,Conference,39,5874,13,9,15,Very High,Met Expectations,Promoter,Promoter,Promoter
AB0973,Male,22,Graduation,Economics,Married,1,12,14,ClientSolutions,Conference,134,2481,12,9,16,High,Met Expectations,Detractor,Detractor,Promoter
AB0974,Female,41,Masters / PHD,Marketing / Finance,Single,1,20,13,ClientSolutions,Conference,114,9725,18,10,14,Medium,Met Expectations,Detractor,Promoter,Passive
AB0975,Male,47,Masters / PHD,Bio-technology,Married,8,29,8,BusinessDevelopment,Conference,26,14386,12,10,18,Medium,Met Expectations,Promoter,Passive,Passive
AB0976,Male,32,Masters / PHD,Marketing / Finance,Divorced,1,7,10,ClientSolutions,LongTermProject,132,4209,7,4,18,High,Met Expectations,Promoter,Passive,Promoter
AB0977,Male,28,Graduation,Marketing / Finance,Married,5,13,30,ClientSolutions,Conference,35,5975,10,9,16,High,Met Expectations,Passive,Passive,Detractor
AB0978,Male,48,Graduation,Bio-technology,Single,5,9,2,ClientSolutions,Conference,35,2748,1,0,23,Medium,Met Expectations,Promoter,Passive,Detractor
AB0979,Female,34,Graduation,Economics,Divorced,4,16,25,ClientSolutions,LongTermProject,146,6016,8,3,16,High,Met Expectations,Promoter,Promoter,Detractor
AB0980,Male,17,Under Graduation,Marketing / Finance,Divorced,1,8,28,ClientSolutions,Conference,55,4310,8,3,16,High,Met Expectations,Passive,Detractor,Passive
AB0981,Male,28,Graduation,Economics,Married,3,12,4,BusinessDevelopment,Conference,179,10660,7,4,16,High,Met Expectations,Passive,Promoter,Promoter
AB0982,Male,50,Masters / PHD,Economics,Single,8,20,22,BusinessDevelopment,Conference,175,11464,3,3,16,High,Met Expectations,Detractor,Detractor,Passive
AB0983,Female,18,Graduation,Marketing / Finance,Married,1,3,8,ClientSolutions,Conference,31,2491,3,1,16,High,Met Expectations,Detractor,Passive,Promoter
AB0984,Male,43,Graduation,Marketing / Finance,Married,3,36,3,ClientSolutions,Conference,39,8753,7,5,16,Medium,Exceed Expectations,Promoter,Passive,Passive
AB0985,Female,47,Masters / PHD,Economics,Single,1,13,18,ClientSolutions,Conference,108,3549,12,8,16,High,Met Expectations,Passive,Detractor,Promoter
AB0986,Female,39,Masters / PHD,Economics,Married,1,27,20,ClientSolutions,Conference,87,14879,26,9,22,Medium,Exceed Expectations,Detractor,Passive,Passive
AB0987,Female,23,Graduation,Economics,Single,1,13,16,ClientSolutions,Conference,18,4623,12,7,15,Medium,Met Expectations,Promoter,Passive,Promoter
AB0988,Male,15,Under Graduation,Marketing / Finance,Married,1,3,20,ClientSolutions,Conference,137,2578,3,3,23,High,Exceed Expectations,Promoter,Promoter,Detractor
AB0989,Male,41,Graduation,Marketing / Finance,Married,3,7,1,ClientSolutions,Conference,40,4073,4,3,17,Medium,Met Expectations,Passive,Passive,Promoter
AB0990,Female,34,Masters / PHD,Economics,Married,12,8,4,ClientSolutions,Conference,128,3776,1,1,16,Medium,Met Expectations,Passive,Detractor,Promoter
AB0991,Male,32,Graduation,Marketing / Finance,Married,9,10,6,ClientSolutions,Conference,136,2666,3,3,21,High,Exceed Expectations,Promoter,Detractor,Promoter
AB0992,Male,36,Masters / PHD,Bio-technology,Married,5,9,7,BusinessDevelopment,Conference,86,10103,5,4,15,High,Met Expectations,Promoter,Promoter,Passive
AB0993,Female,36,Graduation,Economics,Divorced,5,12,5,BusinessDevelopment,Conference,151,5512,7,5,14,High,Met Expectations,Passive,Detractor,Detractor
AB0994,Female,48,Graduation,Economics,Single,7,17,3,BusinessDevelopment,Conference,40,5693,8,1,18,Medium,Met Expectations,Passive,Promoter,Promoter
AB0995,Male,18,Graduation,Marketing / Finance,Divorced,1,1,15,ClientSolutions,No,133,3247,1,0,16,Very High,Met Expectations,Promoter,Promoter,Passive
AB0996,Male,17,Graduation,Economics,Single,1,0,14,ClientSolutions,Conference,46,1384,0,0,16,High,Met Expectations,Passive,Promoter,Promoter
AB0997,Male,46,Masters / PHD,Marketing / Finance,Married,3,9,5,ClientSolutions,Conference,184,2363,5,3,15,Very High,Met Expectations,Promoter,Passive,Detractor
AB0998,Male,34,Graduation,Economics,Married,1,18,15,ClientSolutions,Conference,153,19289,18,13,23,Medium,Exceed Expectations,Passive,Passive,Detractor
AB0999,Male,34,Graduation,Phycology / Behavior Sciences,Married,8,13,4,Support,No,67,7069,4,3,20,Low,Met Expectations,Passive,Passive,Passive
AB1000,Female,25,Graduation,Bio-technology,Married,1,12,15,BusinessDevelopment,No,141,7619,12,10,16,High,Met Expectations,Promoter,Passive,Promoter
AB1001,Male,36,Masters / PHD,Economics,Married,1,21,1,BusinessDevelopment,Conference,198,4893,20,17,17,High,Met Expectations,Promoter,Passive,Detractor
AB1002,Male,19,Under Graduation,Bio-technology,Divorced,1,7,2,BusinessDevelopment,Conference,154,3363,5,4,14,High,Met Expectations,Passive,Detractor,Passive
AB1003,Female,33,Graduation,Economics,Divorced,5,16,1,ClientSolutions,Conference,145,7160,7,4,18,High,Met Expectations,Passive,Promoter,Detractor
AB1004,Male,45,Graduation,Bio-technology,Married,10,18,7,ClientSolutions,Conference,37,2711,13,12,14,Very High,Met Expectations,Promoter,Passive,Promoter
AB1005,Male,15,Under Graduation,Bio-technology,Married,1,4,2,ClientSolutions,Conference,65,2796,3,1,16,High,Inconsistent,Passive,Passive,Passive
AB1006,Female,37,Graduation,Bio-technology,Single,3,34,2,BusinessDevelopment,Conference,176,20625,31,13,18,Low,Met Expectations,Detractor,Passive,Detractor
AB1007,Female,20,Under Graduation,Phycology / Behavior Sciences,Married,4,12,6,ClientSolutions,Conference,48,10662,9,9,16,Low,Met Expectations,Passive,Detractor,Passive
AB1008,Male,25,Graduation,Economics,Divorced,1,13,22,ClientSolutions,LongTermProject,159,2895,13,9,24,Low,Exceed Expectations,Detractor,Passive,Passive
AB1009,Male,33,Masters / PHD,Marketing / Finance,Single,1,8,2,ClientSolutions,LongTermProject,22,5429,7,5,16,Medium,Met Expectations,Detractor,Promoter,Passive
AB1010,Male,47,Masters / PHD,Economics,Divorced,4,38,7,ClientSolutions,Conference,224,11484,10,9,16,High,Met Expectations,Detractor,Passive,Passive
AB1011,Female,32,Masters / PHD,Bio-technology,Married,8,8,1,BusinessDevelopment,ClientEngagement,45,2477,5,4,19,High,Met Expectations,Passive,Passive,Passive
AB1012,Female,24,Under Graduation,Marketing / Finance,Married,4,12,2,BusinessDevelopment,Conference,80,8899,5,3,15,Medium,Met Expectations,Promoter,Promoter,Passive
AB1013,Male,29,Graduation,Marketing / Finance,Single,1,4,1,ClientSolutions,Conference,120,2717,4,0,20,Medium,Met Expectations,Promoter,Detractor,Passive
AB1014,Female,28,Under Graduation,Marketing / Finance,Married,1,27,3,ClientSolutions,Conference,108,20853,26,10,16,High,Met Expectations,Promoter,Passive,Passive
AB1015,Female,39,Graduation,Phycology / Behavior Sciences,Married,5,38,6,ClientSolutions,Conference,63,8134,34,12,14,High,Met Expectations,Detractor,Passive,Passive
AB1016,Male,19,Graduation,Bio-technology,Married,3,5,10,ClientSolutions,Conference,118,2304,3,3,18,Very High,Met Expectations,Promoter,Passive,Promoter
AB1017,Male,40,Masters / PHD,Bio-technology,Divorced,4,18,11,BusinessDevelopment,Conference,63,5601,0,0,15,High,Met Expectations,Passive,Promoter,Passive
AB1018,Female,49,Graduation,Bio-technology,Married,5,29,20,BusinessDevelopment,ClientEngagement,182,11265,23,17,20,Medium,Met Expectations,Passive,Detractor,Promoter
AB1019,Male,33,Masters / PHD,Phycology / Behavior Sciences,Divorced,1,7,13,ClientSolutions,Conference,93,4131,5,3,23,Medium,Exceed Expectations,Passive,Passive,Promoter
AB1020,Male,49,Masters / PHD,Economics,Divorced,3,21,28,BusinessDevelopment,No,88,3845,12,10,17,High,Met Expectations,Detractor,Promoter,Passive
AB1021,Male,33,Masters / PHD,Economics,Married,1,13,19,ClientSolutions,LongTermProject,180,6259,13,3,16,High,Exceed Expectations,Passive,Passive,Promoter
AB1022,Female,46,Masters / PHD,Economics,Married,9,27,1,ClientSolutions,Conference,185,16882,4,3,14,Medium,Met Expectations,Promoter,Detractor,Detractor
AB1023,Male,28,Graduation,Phycology / Behavior Sciences,Single,5,12,23,ClientSolutions,Conference,64,4063,4,3,16,Medium,Met Expectations,Detractor,Promoter,Promoter
AB1024,Male,18,Under Graduation,Marketing / Finance,Single,1,7,2,ClientSolutions,Conference,74,4307,5,4,15,Medium,Met Expectations,Detractor,Promoter,Passive
AB1025,Female,22,Graduation,Economics,Single,1,5,5,ClientSolutions,Conference,148,2747,5,4,15,High,Met Expectations,Passive,Passive,Passive
AB1026,Female,29,Masters / PHD,Phycology / Behavior Sciences,Married,1,13,16,BusinessDevelopment,No,210,9237,12,10,14,High,Met Expectations,Passive,Detractor,Passive
AB1027,Male,18,Graduation,Economics,Married,8,5,1,ClientSolutions,Conference,146,5259,3,3,22,Medium,Exceed Expectations,Promoter,Promoter,Detractor
AB1028,Female,34,Graduation,Economics,Married,3,31,2,ClientSolutions,LongTermProject,35,11110,26,10,16,High,Met Expectations,Promoter,Promoter,Passive
AB1029,Male,21,Graduation,Marketing / Finance,Divorced,7,10,28,BusinessDevelopment,Conference,92,4746,0,0,15,High,Met Expectations,Detractor,Passive,Detractor
AB1030,Male,19,Under Graduation,Bio-technology,Married,1,7,8,BusinessDevelopment,ClientEngagement,90,4786,5,3,20,High,Met Expectations,Passive,Promoter,Passive
AB1031,Male,28,Masters / PHD,Economics,Married,1,13,1,ClientSolutions,LongTermProject,121,3012,13,9,19,Low,Met Expectations,Passive,Promoter,Promoter
AB1032,Female,44,Graduation,Marketing / Finance,Single,8,38,1,ClientSolutions,Conference,118,18989,26,9,20,High,Met Expectations,Promoter,Promoter,Promoter
AB1033,Male,34,Graduation,Marketing / Finance,Married,7,13,13,ClientSolutions,Conference,137,6094,0,0,19,Very High,Met Expectations,Passive,Detractor,Passive
AB1034,Female,27,Graduation,Economics,Married,3,13,1,BusinessDevelopment,ClientEngagement,138,5917,7,4,20,Very High,Met Expectations,Passive,Detractor,Detractor
AB1035,Male,23,Graduation,Bio-technology,Divorced,3,13,19,BusinessDevelopment,Conference,148,7617,4,3,16,High,Met Expectations,Promoter,Promoter,Promoter
AB1036,Male,16,Under Graduation,Marketing / Finance,Single,1,3,9,ClientSolutions,Conference,34,3870,3,3,19,Very High,Met Expectations,Detractor,Passive,Promoter
AB1037,Male,30,Masters / PHD,Bio-technology,Single,9,9,2,BusinessDevelopment,Conference,62,10872,3,3,15,Medium,Met Expectations,Passive,Passive,Passive
AB1038,Male,29,Graduation,Marketing / Finance,Married,1,8,16,ClientSolutions,Conference,98,2690,7,5,16,Very High,Met Expectations,Detractor,Passive,Passive
AB1039,Male,41,Masters / PHD,Bio-technology,Divorced,7,21,12,BusinessDevelopment,Conference,209,6746,3,3,16,Medium,Met Expectations,Passive,Detractor,Passive
AB1040,Male,23,Graduation,Economics,Single,1,1,22,ClientSolutions,LongTermProject,55,2705,1,0,23,Medium,Exceed Expectations,Promoter,Promoter,Passive
AB1041,Male,26,Graduation,Economics,Single,1,7,7,ClientSolutions,LongTermProject,159,3093,7,1,20,Very High,Exceed Expectations,Passive,Passive,Passive
AB1042,Male,35,Graduation,Marketing / Finance,Married,9,10,22,ClientSolutions,LongTermProject,38,2507,4,3,20,High,Exceed Expectations,Passive,Promoter,Promoter
AB1043,Male,27,Graduation,Economics,Single,1,7,23,ClientSolutions,Conference,70,4762,7,4,16,Medium,Met Expectations,Promoter,Passive,Promoter
AB1044,Male,42,Graduation,Bio-technology,Married,3,17,6,BusinessDevelopment,Conference,171,2559,9,9,20,High,Exceed Expectations,Passive,Passive,Promoter
AB1045,Male,23,Graduation,Economics,Single,1,13,2,BusinessDevelopment,ClientEngagement,52,5018,13,9,19,High,Met Expectations,Passive,Promoter,Detractor
AB1046,Female,30,Graduation,Marketing / Finance,Married,7,13,15,BusinessDevelopment,ClientEngagement,146,3289,7,5,17,High,Met Expectations,Passive,Promoter,Passive
AB1047,Male,52,Masters / PHD,Marketing / Finance,Single,10,47,13,ClientSolutions,Conference,104,20513,31,20,14,Very High,Met Expectations,Passive,Passive,Promoter
AB1048,Male,38,Masters / PHD,Marketing / Finance,Married,7,7,2,BusinessDevelopment,ClientEngagement,178,4769,0,0,15,High,Met Expectations,Passive,Passive,Promoter
AB1049,Male,28,Graduation,Marketing / Finance,Divorced,3,20,2,ClientSolutions,No,140,6339,9,9,16,High,Met Expectations,Passive,Promoter,Passive
AB1050,Female,51,Masters / PHD,Economics,Single,4,26,21,ClientSolutions,LongTermProject,139,5362,5,4,15,High,Met Expectations,Promoter,Passive,Promoter
AB1051,Male,27,Under Graduation,Economics,Divorced,1,27,1,ClientSolutions,LongTermProject,132,21033,27,10,16,Very High,Met Expectations,Passive,Passive,Passive
AB1052,Female,46,Masters / PHD,Phycology / Behavior Sciences,Married,10,13,11,ClientSolutions,Conference,166,2626,10,3,15,High,Met Expectations,Passive,Detractor,Promoter
AB1053,Male,39,Graduation,Economics,Married,9,33,9,BusinessDevelopment,ClientEngagement,133,14185,30,7,14,Low,Met Expectations,Passive,Passive,Passive
AB1054,Male,30,Masters / PHD,Marketing / Finance,Married,1,4,1,BusinessDevelopment,Conference,35,2519,3,3,16,Medium,Met Expectations,Passive,Passive,Passive
AB1055,Male,19,Graduation,Bio-technology,Married,1,1,9,BusinessDevelopment,ClientEngagement,77,1995,1,0,20,High,Met Expectations,Promoter,Detractor,Detractor
AB1056,Male,26,Graduation,Economics,Single,1,10,2,ClientSolutions,LongTermProject,119,3392,9,9,16,High,Met Expectations,Promoter,Promoter,Passive
AB1057,Female,38,Masters / PHD,Marketing / Finance,Married,3,26,1,ClientSolutions,Conference,179,2852,7,4,16,High,Met Expectations,Passive,Passive,Passive
AB1058,Male,27,Graduation,Economics,Divorced,4,20,6,ClientSolutions,LongTermProject,157,8486,17,14,22,High,Exceed Expectations,Passive,Promoter,Passive
AB1059,Male,31,Graduation,Marketing / Finance,Divorced,1,14,3,ClientSolutions,Conference,20,3394,13,10,17,Medium,Met Expectations,Passive,Passive,Promoter
AB1060,Female,25,Graduation,Economics,Single,1,1,9,ClientSolutions,Conference,24,1416,1,0,15,Medium,Met Expectations,Detractor,Passive,Passive
AB1061,Male,42,Graduation,Marketing / Finance,Divorced,8,29,2,BusinessDevelopment,Conference,163,16281,22,17,16,Medium,Met Expectations,Passive,Passive,Passive
AB1062,Male,21,Graduation,Marketing / Finance,Married,7,8,3,ClientSolutions,Conference,83,4446,3,3,16,High,Met Expectations,Detractor,Detractor,Passive
AB1063,Female,31,Graduation,Marketing / Finance,Married,5,16,2,BusinessDevelopment,Conference,138,5766,1,0,19,High,Met Expectations,Promoter,Passive,Detractor
AB1064,Male,21,Masters / PHD,Economics,Married,1,1,3,ClientSolutions,LongTermProject,188,3157,0,0,14,Medium,Met Expectations,Passive,Promoter,Passive
AB1065,Female,45,Graduation,Economics,Single,3,39,2,ClientSolutions,Conference,159,18257,7,5,16,High,Met Expectations,Passive,Promoter,Passive
AB1066,Male,20,Graduation,Marketing / Finance,Married,1,4,25,BusinessDevelopment,ClientEngagement,65,2662,3,3,16,High,Met Expectations,Promoter,Promoter,Passive
AB1067,Male,34,Masters / PHD,Phycology / Behavior Sciences,Single,3,10,7,ClientSolutions,Conference,28,5153,8,3,19,High,Met Expectations,Passive,Promoter,Passive
AB1068,Male,33,Masters / PHD,Phycology / Behavior Sciences,Married,1,3,4,ClientSolutions,LongTermProject,95,2636,3,3,16,Medium,Met Expectations,Promoter,Promoter,Passive
AB1069,Female,30,Graduation,Bio-technology,Divorced,3,22,1,ClientSolutions,Conference,44,11250,9,9,21,High,Exceed Expectations,Passive,Detractor,Passive
AB1070,Male,27,Graduation,Bio-technology,Single,4,12,9,BusinessDevelopment,ClientEngagement,62,5158,9,9,16,Medium,Met Expectations,Passive,Promoter,Passive
AB1071,Female,33,Masters / PHD,Economics,Divorced,3,21,2,ClientSolutions,No,184,5607,1,0,14,High,Met Expectations,Promoter,Detractor,Detractor
